stories_id,publish_date,title,url,language,ap_syndicated,themes,media_id,media_name,media_url
"1927262466","2021-05-10 17:21:05","Sin acuerdo, terminó reunión entre Gobierno y Comité del Paro","https://hsbnoticias.com/noticias/nacional/sin-acuerdo-termino-reunion-entre-gobierno-y-comite-del-paro-682952","es","False","","331318","HSB Noticias","http://hsbnoticias.com/"
"1927267341","2021-05-10 17:21:05","Sin acuerdo terminó reunión entre Gobierno y Comité del Paro","https://casanare.extra.com.co/noticias/nacional/sin-acuerdo-termino-reunion-entre-gobierno-y-comite-del-paro-682952","es","False","","552579","Casanare Extra","http://casanare.extra.com.co/"
"1927272636","2021-05-10 19:12:36","Defensoría continúa gestionando acuerdo para el suministro de gasolina en Risaralda, Quindío y Cartago","https://diariolalibertad.com/sitio/2021/05/10/defensoria-continua-gestionando-acuerdo-para-el-suministro-de-gasolina-en-risaralda-quindio-y-cartago/","es","False","","1330749","Diario La Libertad - Con La Fuerza De La Verdad","http://diariolalibertad.com/sitio/"
"1927272633","2021-05-10 19:14:30","Nos unimos al llamado de los colombianos a que se levanten los bloqueos: Duque","https://diariolalibertad.com/sitio/2021/05/10/nos-unimos-al-llamado-de-los-colombianos-a-que-se-levanten-los-bloqueos-duque/","es","False","","1330749","Diario La Libertad - Con La Fuerza De La Verdad","http://diariolalibertad.com/sitio/"
"1927274572","2021-05-10 17:21:05","Sin acuerdo terminó reunión entre Gobierno y Comité del Paro","https://bucaramanga.extra.com.co/noticias/nacional/sin-acuerdo-termino-reunion-entre-gobierno-y-comite-del-paro-682952","es","False","","567421","Bucaramanga Extra","http://bucaramanga.extra.com.co/"
"1927281925","2021-05-10 17:21:05","Sin acuerdo terminó reunión entre Gobierno y Comité del Paro","https://llano.extra.com.co/noticias/nacional/sin-acuerdo-termino-reunion-entre-gobierno-y-comite-del-paro-682952","es","False","","552466","llano Extra","http://llano.extra.com.co/"
"1927282456","2021-05-10 17:21:05","Sin acuerdo terminó reunión entre Gobierno y Comité del Paro","https://diariodelsur.com.co/noticias/nacional/sin-acuerdo-termino-reunion-entre-gobierno-y-comite-del-paro-682952","es","False","","330235","Diario Del Sur","http://diariodelsur.com.co/"
"1927288195","2021-05-10 17:21:05","Sin acuerdo terminó reunión entre Gobierno y Comité del Paro","https://extra.com.co/noticias/nacional/sin-acuerdo-termino-reunion-entre-gobierno-y-comite-del-paro-682952","es","False","","565808","extra.com.co","http://extra.com.co/"
"1927287826","2021-05-10 17:21:05","Sin acuerdo terminó reunión entre Gobierno y Comité del Paro","https://cali.extra.com.co/noticias/nacional/sin-acuerdo-termino-reunion-entre-gobierno-y-comite-del-paro-682952","es","False","","558121","Cali Extra","http://cali.extra.com.co/"
"1927289806","2021-05-10 17:21:05","Sin acuerdo terminó reunión entre Gobierno y Comité del Paro","https://girardot.extra.com.co/noticias/nacional/sin-acuerdo-termino-reunion-entre-gobierno-y-comite-del-paro-682952","es","False","","362287","Girardot Extra","http://girardot.extra.com.co/"
"1927298768","2021-05-10 17:21:05","Sin acuerdo terminó reunión entre Gobierno y Comité del Paro","https://barrancabermeja.extra.com.co/noticias/nacional/sin-acuerdo-termino-reunion-entre-gobierno-y-comite-del-paro-682952","es","False","","651493","Barrancabermeja Extra ","http://barrancabermeja.extra.com.co/"
"1927308940","2021-05-10 17:21:05","Sin acuerdo terminó reunión entre Gobierno y Comité del Paro","https://cauca.extra.com.co/noticias/nacional/sin-acuerdo-termino-reunion-entre-gobierno-y-comite-del-paro-682952","es","False","","565190","Cauca Extra","http://cauca.extra.com.co/"
"1927318866","2021-05-10 17:21:05","Sin acuerdo terminó reunión entre Gobierno y Comité del Paro","https://ladorada.extra.com.co/noticias/nacional/sin-acuerdo-termino-reunion-entre-gobierno-y-comite-del-paro-682952","es","False","","563374","Ladorada Extra","http://ladorada.extra.com.co/"
"1927327596","2021-05-10 08:00:00","Lo que está pasando en Colombia es un problema de las y los demócratas del mundo","https://www.prensarural.org/spip/spip.php?article26701","es","False","","1330742","[Agencia Prensa Rural]","https://www.prensarural.org/spip/"
"1927329297","2021-05-10 17:21:05","Sin acuerdo terminó reunión entre Gobierno y Comité del Paro","https://diariodelcauca.com.co/noticias/nacional/sin-acuerdo-termino-reunion-entre-gobierno-y-comite-del-paro-682952","es","False","","282160","Diario del Cauca","http://diariodelcauca.com.co/"
"1927335184","2021-05-10 17:21:05","Sin acuerdo terminó reunión entre Gobierno y Comité del Paro","https://pasto.extra.com.co/noticias/nacional/sin-acuerdo-termino-reunion-entre-gobierno-y-comite-del-paro-682952","es","False","","651490","Pasto Extra","http://pasto.extra.com.co/"
"1927347272","2021-05-10 21:46:29","“No tenemos capacidad para la vida, menos para el fútbol”: Claudia López sobre la Copa América","https://www.infobae.com/america/colombia/2021/05/11/no-tenemos-capacidad-para-la-vida-menos-para-el-futbol-claudia-lopez-sobre-la-copa-america/","es","False","","695713","Revista Gente","https://www.infobae.com/gente/"
"1927422538","2021-05-11 00:10:39","Mario Hernández le dice ‘no’ a un puesto político y a participar en las próximas elecciones","https://www.infobae.com/america/colombia/2021/05/11/mario-hernandez-le-dice-no-a-un-puesto-politico-y-a-participar-en-las-proximas-elecciones/","es","False","","695713","Revista Gente","https://www.infobae.com/gente/"
"1927422532","2021-05-11 00:15:00","Policía y Ejército desbloquearon 17 puntos viales en Cali","https://www.infobae.com/america/colombia/2021/05/11/policia-y-ejercito-desbloquearon-17-puntos-viales-en-cali/","es","False","","695713","Revista Gente","https://www.infobae.com/gente/"
"1927436927","2021-05-11 00:55:00","Abastecimiento en Cali avanza a paso lento: así está el panorama","http://www.elpais.com.co/cali/abastecimiento-en-avanza-a-paso-lento-asi-esta-el-panorama.html","es","False","","348081","Noticias de Cali, Valle y Colombia - Periodico: Diario El Pais","http://www.elpais.com.co/elpais/"
"1927449348","2021-05-10 20:27:49","El Valle ha sufrido impacto de $2 billones por el paro","https://www.portafolio.co/economia/el-paro-le-ha-dejado-perdidas-al-valle-por-mas-de-2-billones-551801","es","False","","297900","portafolio.co","http://portafolio.co/"
"1927449364","2021-05-10 15:57:00","La narrativa del paro criminal","https://www.losirreverentes.com/la-narrativa-del-paro-criminal/","es","False","","1265854","NOTICIAS | Los Irreverentes","https://www.losirreverentes.com/category/noticias/"
"1927452955","2021-05-11 00:55:00","Abastecimiento en Cali avanza a paso lento: así está el panorama","http://www.elpais.com.co/cali/abastecimiento-en-avanza-a-paso-lento-asi-esta-el-panorama.html","es","False","","62209","El Pais.com","http://elpais.com.co/"
"1927469439","2021-05-11 01:05:00","Mujer recibió por error seis dosis de vacuna Pfizer, en Italia","https://www.eltiempo.com/mundo/europa/mujer-recibio-por-error-6-dosis-de-vacuna-pfizer-en-italia-587372","es","False","","38871","El Tiempo","http://www.eltiempo.com"
"1927536222","2021-05-10 23:03:30","Colombia: le piden mano firme a Duque contra la ola subversiva","http://periodicodebate.com/index.php/nacion/politica/item/29849-cnews-05-10-2021","es","False","","324728","periodicodebate.com","http://periodicodebate.com/"
"1927536217","2021-05-10 23:03:31","Colombia no puede seguir secuestrada por bloqueos: Duque","http://periodicodebate.com/index.php/nacion/politica/item/29850-cd-1745","es","False","","324728","periodicodebate.com","http://periodicodebate.com/"
"1927536157","2021-05-10 23:03:38","La narrativa del paro criminal","http://periodicodebate.com/index.php/opinion/columnistas-nacionales/item/29857-la-narrativa-del-paro-criminal","es","False","","324728","periodicodebate.com","http://periodicodebate.com/"
"1927667789","2021-05-11 05:30:00","Médicos contratistas del Hospital de Codazzi iniciaron cese de actividades","https://elpilon.com.co/medicos-contratistas-del-hospital-de-codazzi-iniciaron-cese-de-actividades/","es","False","","341040","El Pilon","http://elpilon.com.co/"
